-0.177577,0.569352,-1.49367,-0.0219784,0.00732613,0.0219784,0.00244236,-0.00244236,0.00244236
-0.0925074,0.660144,-1.93427,-0.00732613,0.0219784,0.0219784,-0.00244236,-0.00244236,0.00244236
-0.0925074,0.659762,-1.93427,-0.0219784,-0.0219784,0.00732613,-0.00244236,-0.00244236,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.0219784,0.0219784,-0.00244236,-0.00244236,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.00732613,-0.00244236,-0.00244236,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.0219784,-0.00244236,-0.00244236,0.00244236
-0.0925074,0.659762,-1.93427,0.00732613,-0.00732613,0.0219784,-0.00244236,-0.00244236,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.00732613,-0.00244236,-0.00244236,0.00244236
-0.0925074,0.659762,-1.93427,0.00732613,-0.0219784,0.00732613,-0.00244236,-0.00244236,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.0219784,0.00732613,-0.00244236,-0.00244236,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.0219784,-0.00732613,-0.00732613,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.0219784,-0.00244236,-0.00732613,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,-0.00732613,-0.00732613,-0.00732613,0.00244236
-0.0925074,0.659762,-1.93427,0.00732613,-0.0219784,0.00732613,-0.00244236,-0.00732613,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,-0.00732613,-0.00244236,-0.00244236,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.0219784,-0.00732613,-0.00244236,0.00732613
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,-0.00732613,-0.00732613,-0.00244236,0.00732613
-0.0925074,0.659762,-1.93427,-0.00732613,0.00732613,0.0219784,-0.00244236,-0.00244236,0.00732613
-0.0925074,0.659762,-1.93427,-0.00732613,0.00732613,0.0219784,-0.00244236,-0.00244236,0.00732613
-0.0925074,0.659762,-1.93427,0.00732613,-0.0219784,-0.00732613,-0.00244236,-0.00732613,0.00732613
-0.0925074,0.659762,-1.93427,-0.00732613,0.0219784,0.00732613,-0.00244236,-0.00244236,0.00732613
-0.0925074,0.660144,-1.93427,0.00732613,0.00732613,0.00732613,-0.00732613,-0.00244236,0.00732613
-0.0925074,0.659762,-1.93427,-0.0219784,-0.00732613,0.0219784,-0.00244236,-0.00244236,0.00732613
-0.0925074,0.659762,-1.93389,0.00732613,-0.00732613,0.0219784,-0.00732613,-0.00244236,0.00732613
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.00732613,-0.00244236,-0.00732613,0.00732613
-0.0925074,0.659762,-1.93427,-0.0219784,-0.0219784,-0.00732613,-0.00244236,-0.00732613,0.00732613
-0.0925074,0.659762,-1.93427,-0.00732613,-0.0219784,0.0219784,-0.00732613,-0.00732613,0.00732613
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.00732613,-0.00732613,-0.00732613,0.00732613
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.00732613,-0.00244236,-0.00732613,0.00732613
-0.0925074,0.659762,-1.93427,-0.00732613,-0.0219784,0.0219784,-0.00244236,-0.00732613,0.00244236
-0.0925074,0.659762,-1.93427,0.00732613,-0.0219784,0.0219784,-0.00732613,-0.00732613,0.00732613
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.00732613,-0.00244236,-0.00732613,0.00732613
-0.0925074,0.659762,-1.93427,0.00732613,0.00732613,0.00732613,-0.00244236,-0.00732613,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,0.00732613,0.00732613,-0.00244236,-0.00732613,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.00732613,-0.00244236,-0.00732613,0.00244236
-0.0925074,0.659762,-1.93427,-0.00732613,-0.00732613,0.00732613,-0.00244236,-0.00732613,0.00244236
-0.0925074,0.659762,-1.93427,0.00732613,-0.00732613,0.00732613,-0.00244236,0.00732613,0.00732613
-0.0925074,0.659762,-1.93427,0.00732613,-0.00732613,0.00732613,-0.00732613,0.0219784,0.00732613
-0.0925074,0.659762,-1.93427,-0.00732613,0.00732613,0.0219784,-0.00732613,0.0512819,0.0122099
-0.0925074,0.660144,-1.93427,-0.0219784,0.0366306,0.00732613,-0.00732613,0.129426,0.0170937
-0.0925074,0.660144,-1.93427,-0.00732613,0.0512829,0.0219784,-0.00732613,0.173382,0.0219784
-0.0925074,0.660525,-1.93389,-0.00732613,0.0805855,0.0219784,-0.0122099,0.20757,0.0219784
-0.0925074,0.660525,-1.93389,-0.00732613,0.0952377,0.0219784,-0.0122099,0.236875,0.0268621
-0.0925074,0.660525,-1.93389,-0.0219784,0.0805855,0.0512829,-0.0122099,0.266178,0.0317459
-0.0925074,0.660907,-1.93389,0.00732613,0.10989,0.0512829,-0.0122099,0.285714,0.0317459
-0.0925074,0.661288,-1.93351,-0.00732613,0.10989,0.0659332,-0.0122099,0.30525,0.0317459
-0.0925074,0.661288,-1.93351,-0.00732613,0.10989,0.0659332,-0.0122099,0.30525,0.0317459
-0.0925074,0.660907,-1.93351,-0.00732613,0.0952377,0.0805855,-0.0170937,0.32967,0.0366297
-0.0925074,0.660907,-1.93351,-0.00732613,0.0659332,0.0805855,-0.0170937,0.339438,0.0317459
-0.0925074,0.660907,-1.93313,-0.00732613,0.0366306,0.0952377,-0.0170937,0.358974,0.0317459
-0.0925074,0.660907,-1.93313,-0.00732613,0.0219784,0.0805855,-0.0170937,0.368742,0.0268621
-0.0925074,0.660907,-1.93313,-0.0219784,0.0219784,0.0805855,-0.0170937,0.383394,0.0268621
-0.0925074,0.660907,-1.93313,-0.00732613,0.00732613,0.0512829,-0.0170937,0.393163,0.0219784
-0.0925074,0.660907,-1.93313,-0.00732613,0.0219784,0.0366306,-0.0170937,0.407814,0.0219784
